119748	Es ist unmöglich, in einem Monat Englisch zu lernen.	Dat is unmöögelk, in äin móónd Engelsk t' leeren.
138816	Es ist gefährlich, gleichzeitig zu telefonieren und zu fahren.	Dat is gefordelk t'gliik t' telefoonäären un t' foren.
138825	Frohes neues Jahr!	Proost neijoer!
139108	"Waren Sie schon mal in New York?" "Ja, ich war einige Male dort."	"Wassent Jii al móól in New York?" "Jóó, ik was d'r wat móólen."
139181	Der Amazonas ist der zweitlängste Fluss der Welt nach dem Nil.	Däi Amatsoonas is däi twäidlâangst äj fan d' weerld nóó d' Niil.
139439	Ohne Wasser könnten wir nicht leben.	Sünner wóóter kunnent wii näit leeven.
139444	Wenn ich 25% mehr Einkommen hätte, wäre ich zufriedener mit meinem Leben.	Doo ik 25% meer inkumst haar, was ik t'freedener mit miin leevend.
139519	Dieses Buch ist sehr schwierig zu verstehen, da es mit Fachausdrücken geschrieben ist.	Dit bauk is läip stur t' begriipen, um dat 't mit fakuutdrükken skreeven is.
139997	Wie kann man ohne eine gute Bildung Erfolg im Leben haben?	Woo kan man sünner 'n gaud bilden erfolğ in 't leevend hebben?
140005	Die Generalversammlung der Vereinten Nationen verabschiedete die Waffenstillstandsresolution.	Dat generóólfergóódern fan däi Feräint Nóósjoonen besloot däi wóópenstielstandsresolusjoon.
140007	Er trug eine schwarze Hose und eine wunderschönes weißes Hemd.	Häi drooğ 'n swâart büks un 'n wunnermooj wit hemd.
331618	Kennst du den Unterschied von Mikroskop und Teleskop?	Kenst duu däi ferskeel fan mikroskoop un teleskoop?
331658	Eine Katze hat neun Leben.	'N kâat het neegen leevends.
331664	Viele Japaner suchen am Neujahrstag den Shinto-Schrein auf.	Fööl Jóópóóners söykent up neijorsdağ däi Shinto-Skrain up.
340836	Da ihre Unterhaltung auf Französisch war, konnte ich kein Wort verstehen.	Um dat höör unnerhollen up Fransk was, kun ik kiin woord ferstóón.
340880	Das war vor drei Tagen.	Dat was fööer drei dóóeğ.
340941	Der Frühling kommt nach dem Winter.	Dat fö'joer kumt nóó d' winter.
341278	Zucker löst sich in Wasser.	Tsukker löest sük in wóóter.
341398	Pizza ist die Art Essen, die zum heutigen Lebensstil passt.	Pitsó is dat tsoord eeten, dat tau d' fandóóğsk leevendsstiil paast.
341618	Es war Samstagabend.	Dat was sóóterdóóğóóvend.
341891	Sie schaltete das Licht aus.	Säi mook dat lücht uut.
341903	Im Schlaf nehmen die Körperfunktionen ab und die Körpertemperatur sinkt.	In d' slóóp neement däi körperfunksjoonen of un däi körpertemperótüer faalt.
341914	Bald ist Weihnachten.	Bold is wiinachten.
341919	Man verliebt sich nicht in jemanden, weil er perfekt ist.	Man ferläivt sük näit in wel, um dat häi perfekt is.
341971	Du bist doch ein Trottel!	Duu büst je 'n dööskop!
341988	Wird es sehr weh tun?	Sal 't läip seer daun?
342040	Was diese Sache angeht, bin ich voll zufrieden.	Wat disser sóóek anbelangt, bün ik häilmóóls t'free.
342790	Ich weiß nicht, ob es morgen schönes Wetter gibt, aber wenn es schönes Wetter gibt, werden wir picknicken gehen.	Ik wäit näit, of 't mörn môoj wêer gift, man doo 't môoj wêer gift, söö' wii piknikken góón.
343044	Sie weinte vor Freude, als sie erfuhr, dass ihr Sohn den Flugzeugabsturz überlebt hatte.	Säi bruelde fan bliidskup, doo säi gewoer wur, dat höör jung däi fluğtsoiğofstört ooverleevt haar.
343396	Es tut mir leid, dass ich dir nicht früher geantwortet habe.	Dat spit't mii, dat ik dii näit eerder antert heb.
343685	Wegen der Scheidung seiner Eltern hatte das Mädchen nur wenig Kontakt zu ihrem Vater.	Um 't skäiden fan höör ollen haar dat wicht man min kuntakt tau höör fóóder.
344285	Vielleicht hast du Recht.	Fiilicht hest duu recht.
344386	Fast tausend Leute haben an dieser Demonstration teilgenommen.	Hóóst duusend lüü hebbent an disser demonstróósjoon däilnoomen.
344474	Das Problem ist, dass unser Auto an dem Tag nicht verfügbar sein wird.	Dat probleem is, dat us aauto up disser dağ näit beskikbor weesen sal.
344530	Sie hat mir das Schwimmen beigebracht.	Säi het mii 't swemmen leert.
344624	Glaubst du an Gott?	Löövst duu an God?
345415	Seine Frau ist im Krankenhaus, sie wurde bei einem Autounfall verletzt.	Siin frâau is in 't krankenhuus, säi wur bii 'n aautounfal beseert.
345420	Er tröstete sich mit dem Gedanken, dass es schlimmer hätte sein können.	Häi trööst'de sük mit däi gedâank, dat 't läiper weesen kunt haar.
345423	Die Schweiz liegt zwischen Frankreich, Italien, Österreich und Deutschland.	Däi Swiits liğt tüsken Frankriik, Itóóljen, Öösterriik un Düütskland.
346949	Was hältst du von einer Tasse Tee? Das heißt, wenn du nicht zu beschäftigt bist.	Wat mäinst duu fan 'n kopke tee? Dat häit't, doo duu 't näit t' drok hest.
347906	Man kann nur schwer mit dem Wissen leben, ein Versager zu sein.	Man kan man stur mit dat wäiten leeven, 'n fersäeger t' weesen.
347932	Einige junge Japaner ziehen das Singledasein der Heirat vor.	Wat jueng Jóópóóners trekkent dat singledorweesen dat traauen fööer.
347988	Selbstverständlich ist Ehrlichkeit der Schlüssel zum Erfolg.	Fan sülst is eerelkkaid däi slöödel tau d' erfolğ.
348433	Kannst du mir helfen?	Kaast duu mii helpen?
349530	Manchmal lügt man, um die Gefühle anderer nicht zu verletzen.	Mitunner lüğt man, um däi geföylen fan annernt näit t' beseeren.
349785	Ohne den Sicherheitsgurt wäre ich heute nicht mehr am Leben.	Sünner däi seekerhaidsgörd was ik fandóóeğ näit meer an 't leevend.
351677	Habt keine Angst, Fehler zu machen, wenn ihr Englisch sprecht.	Weest näit bâang, feelers t' móóken, doo jii Engelsk prootent.
352523	Sie hat die ganze Nacht geweint.	Säi het däi häiel nacht bruelt.
352571	Ich hätte nie gedacht, dass er so etwas Grausames tun könnte.	Ik haar noojt docht, dat häi soo wat graausóóms daun kun.
353009	Du hast einen Fehler gemacht.	Duu hest 'n feeler móókt.
353062	Durch den Taifun ist die Verbindung zum Festland abgebrochen.	Döör d' taifuun is dat ferbinnen nóó d' fastwal ofbrooken.
353247	Ich spiele gerne Freiluftsportarten wie Baseball, Tennis und Fußball.	Ik spööl geern buutensporttsoorden as baseball, tennis un fautbâal.
353275	Wir durften entweder Englisch oder Japanisch sprechen.	Wii dürsent of Engelsk of Jóópóónsk prooten.
353373	Lassen Sie die Champignons ungefähr 3 Minuten kochen und geben Sie am Ende die gewaschene und fein geschnittene Petersilie hinzu.	Lóótent Jii däi sjampinjongs ruuğweğ drei menüüten kooken un daunt Jii up 't äen däi wuskern un fiin sneeden päitersiilje d'r bii.
353764	Gestern war ich krank.	Güster was ik krank.
353769	Gestern war es kalt.	Güster was 't kold.
353826	Da es in Eile geschrieben wurde, wimmelt es in dem Buch vor Fehlern.	Um dat 't in draft skreeven wur, wümmelt dat in dat bauk fan feelers.
353828	Fünf Tage, nachdem sie ihren Abschluss gemacht hatte, flog meine Tochter vom Flughafen Ōsaka aus nach Deutschland.	Fiif dóóeğ, nóódeem säi höör ofslus móókt haar, flooğ miin dochter fan d' fluğhóóven Ōsaka uut nóó Düütskland tau.
356097	Ich habe mich gefragt, ob ich vielleicht für ein paar Tage bei dir bleiben kann.	Ik heb mii frağt, of ik fiilicht föör 'n poer dóóeğ bii dii bliiven kan.
357178	Man sagt, dass dieser Tempel vor über 500 Jahren gebaut wurde.	Man säeğt, dat disser tempel fööer oover 500 joer baaut wur.
357188	Ich bin erschöpft, deshalb werde ich es ruhig angehen lassen und ins Teetassenkarussel einsteigen.	Ik bün keput, düs sal ik 't rüstiğ angóón lóóten un in 't teekopkekarussel instappen.
357724	Ich verstehe euch nicht.	Ik ferstóó jau näit.
358082	Nehmen Sie einen Regenschirm mit.	Neement Jii 'n reegenskiirm mit.
359060	Ich kenne einen Englischlehrer, der aus Kanada kommt.	Ik ken 'n Engelskmester, däi fan Kanóódó kumt.
359638	Würden Sie bitte hier Ihren Namen, Ihre Adresse und Ihre Telefonnummer hinschreiben.	Deedent Jii bitte hir Jau nóóm, Jau adräes un Jau telefoonnummer dóólskriiven.
360630	Du kommst immer zu spät.	Duu kumst altiid t' lóót.
360633	Ich würde lieber spazieren gehen, als den Film zu sehen.	Ik wul läiver kaiern góón as däi film t' kiiken.
360700	Ich habe versucht dich telefonisch zu erreichen, aber ich bin nicht durchgekommen.	Ik heb fersöcht dii telefoonsk t' berekken, man ik bün näit döörkoomen.
360721	Einige Blumen blühen im Frühling und andere im Herbst.	Enkeld blöymen blaajent in 't fö'joer un annernt in d' haarst.
360732	CO2 hat viel mit dem so genannten Treibhauseffekt zu tun.	CO2 het fööl mit däi soo nöymt driifhuuseffekt t' daun.
360840	Ist das der Mann, dessen Frau bei dem Autounfall ums Leben kam?	Is dat däi man, däi siin frâau bii däi aautounfal um 't leevend kwam?
360947	Er ging auf die Knie und betete für die Seelen der Verstorbenen.	Häi gung up d' knäjen un beed'de föör däi säilen fan däi ferstüürvenen.
361080	Das Wasser war dort so tief, dass ich den Boden nicht berühren konnte.	Dat wóóter was d'r soo däip, dat ik däi grund näit berören kun.
361099	Er ist vor zehn Jahren nach Italien gegangen und lebt seither dort.	Häi is fööer tain joer nóó Itóóljen góón un leevt siitdeem dor.
361101	Ich hatte zwei Stunden lang gearbeitet, als ich mich plötzlich krank fühlte.	Ik haar twei stüen lang aarbaid't, as ik mii t'móól krank föylde.
361358	Du könntest recht haben.	Duu kust recht hebben.
361366	Angenommen, du hättest 1000 Dollar. Was würdest du damit machen?	Annoomen, duu haarst 1000 duller. Wat deest duu d'r mit móóken?n??
361378	Sie ist 17 Jahre alt.	Säi is 17 joer old.
361384	So wie die Amerikaner Baseball mögen, mögen die Briten Cricket.	Soo as däi Amerikóóners baseball möögent, möögent däi Briiten cricket.
361422	Sie streiten viel, aber die meiste Zeit kommen sie ganz gut miteinander aus.	Säi kibbelnt fööl, man däi mäiest tiid kooment s' häil gaud mitnanner uut.
361441	Es war herzlos von ihm, so etwas zu dem kranken Mann zu sagen.	Dat was haartlös fan hum, soo wat an däi krâank keerl t' säegen.
361457	Ich werde Shigemi nicht vom Kindergarten abholen können.	Ik sal Shigemi näit fan d' kinnertûun ofhóólen köönen.
361484	Ich habe ihn vielleicht schon einmal irgendwo getroffen, aber ich kann mich nicht erinnern wo.	Ik heb hum fiilicht al móól ennerwor druepen, man ik kan mii näit heerinnern wor.
361938	Ich habe mehr als eine Woche gebraucht, um das Modellschiff zusammenzubauen.	Ik heb meer as 'n wêek bruukt, um dat modelskip t'sóómen t' baauen.
361959	Ich möchte ihr meine Dankbarkeit ausdrücken.	Ik muğ höör miin dankborkaid uutdrükken.
362164	Was mich betrifft, ich habe keine Einwände gegen den Plan.	Wat mii anbelangt, ik heb kiin inwendsels teegen däi plóón.
362185	Nach meinem Wissen ist das die einzige Übersetzung.	Nóó miin wäiten is dat dat enkeld ooversetten.
362673	Ich frage mich ob er mir seine Gitarre in den Ferien borgen könnte.	Ik fróóğ mii of häi mii siin gitâar in d' feerjen läinen kun.
362767	Du musst die Tatsache berücksichtigen, dass er zu jung ist.	Duu maust däi dóódsóóek beuemsichtigen, dat häi t' jung is.
363327	Ich habe meinen Schirm verloren und muss einen neuen kaufen.	Ik heb miin skiirm ferlooren un maut 'n näej koopen.
363385	Er war so verwirrt, dass seine Antwort keinen Sinn ergab.	Häi was soo ferwaart, dat siin antern kiin sin mook.
363408	Wir haben unser Flugzeug wegen dem Stau verpasst.	Wii hebbent us fluğtsoiğ weegen däi staau ferpaast.
363916	Seit er nach Amerika ging, hat man nichts mehr von ihm gehört.	Siit häi nóó Amerikó gung, het man niks meer fan hum höört.
364484	Laut einer Studie sterben jährlich 53000 Amerikaner an den Folgen von Passivrauchen.	Nóó 'n stuudie staarvent jorelk 53000 Amerikóóners an däi folgen fan passiifsmooken.
364568	Das Glücksspiel trieb ihn in den Ruin.	Dat glüksspil dreev hum in d' ruiin.
365020	Tennis ist schwierig. Ich weiß nie, wohin der Ball fliegen wird.	Tennis is stur. Ik wäit noojt, wor däi bâal hen fläigen sal.
365023	Du hast dich so sehr verändert, dass ich dich fast nicht wiedererkenne.	Duu hest dii soo staark ferannert, dat ik dii hóóst näit weerkennen dau.
365243	Wie oft gehst du pro Woche im Supermarkt einkaufen?	Woo fóók gaajst duu pro wêek in 't supermâarkt up böskup?
365286	Mit deinem langen, weißen Haar kann ich dich schon von weitem sehen.	Mit diin lâang, wiet hoer kan ik dii al fan feeren säin.
365312	Er war so nett, uns mit seinem Boot zur Insel zu bringen.	Häi was soo net, us mit siin boot nóó 't ailand t' brengen.
365471	Als ich am Bahnhof ankam, war der Zug gerade im Begriff, abzufahren.	Doo ik bii d' bóónhof ankwam, was däi tsuğ net biidaun, of t' foren.
365485	Er hat mit dem Rauchen aufgehört, weil seine Frau und Kinder ihn darum gebeten haben.	Häi het mit 't smooken uphollen, um dat siin frâau un kinner hum d'r um beeden hebbent.
365849	Das Treffen wird auf den 20. dieses Monats verschoben.	Dat dräepen word't up d' 20. fan disser móónd ferskooven.
365856	Wenn du mehr Blätter in die Kanne gibst, schmeckt der Tee besser.	Doo duu meer blóóden in d' kâan daajst, smóókt däi tee beeter.
365867	Wenn du Erfolg haben möchtest, musst du härter arbeiten.	Doo duu erfolğ hebben wult, maust duu haarder aarbaiden.
365890	In diesem Teil des Landes schneit es selten.	In dit däil fan 't land snäjt 't selden.
366386	Der Zug war so voll, dass ich die ganze Fahrt über stehen musste.	Däi tsuğ was soo ful, dat ik däi häiel fort oover stóón mus.
366483	Die Regierung ist korrupt, aber die Opposition ist kaum besser.	Dat regäären is kurrupt, man däi opposisjoon is bold näit beeter.
366513	Ich hätte gerne einen Termin für meinen dreijährigen Sohn.	Ik haar geern 'n termiin föör miin dreijoriğ jung.
366924	Es fällt mir schwer, vor 6 Uhr aufzustehen.	Dat is stur föör mii fööer ses üer up t' stóón.
367026	Laut der Bibel brauchte Gott sechs Tage, um die Welt zu erschaffen.	Nóó däi biibel bruukde God ses dóóeğ, um däi weerld t' ferskeppen.
367243	Die Schulordnung sieht für Schüler das Tragen einer Schuluniform vor.	Dat skaulörnen süğt föör skaulers dat dróógen fan 'n skauluniföörm fööer.
367341	Leider war das Hotel, das du vorgeschlagen hast, völlig ausgebucht.	Spiitelkerwîis was dat hotel, wat duu föörslóón hest, häilundal uutbaukt.
367363	Sie spricht ziemlich schnell.	Säi proot't recht gaau.
367369	"Danke schön, ich hätte gerne noch ein Stück Kuchen", sagte der schüchterne junge Mann.	"Bedankt, ik haar geern noch 'n stük kâauk", see däi skrüchter jueng keerl.
367439	Das wird dich in Gefahr bringen.	Dat sal dii in gefoer brengen.
367461	Gestern Nacht brach jemand in den kleinen Laden in der Nähe meines Hauses ein.	Güster nacht brook äien in däi lütje winkel diecht bii miin huus in.
367462	Leider hatte ich keine Gelegenheit das Schloss zu sehen.	Spiitelkerwîis haar ik kiin geleegenhaid dat slös t' säin.
367567	Unser Lehrer erlaubte es uns, während der Arbeit ein Wörterbuch zu benutzen.	Us mester ferloovde us dat, bii d' aarbaid 'n woordenbauk t' bruuken.
368212	Als Mary an der Haltestelle ankam, war der Bus schon weg.	Doo Mary bii d' haltstee ankwam, was däi bus al weğ.
368234	Gestern sagte unser Lehrer, wir würden heute einen Test schreiben.	Güster see us mester, wii deedent fandóóeğ 'n test skriiven.
368235	Unsere Lehrerin sagte gestern, wir würden heute einen Test schreiben.	Us mesterske see güster, wii deedent fandóóeğ 'n test skriiven.
368237	Wir sind davon überzeugt, dass Sie der Herausforderung, die diese neue Stelle bietet, gewachsen sind.	Wii bünt d'r fan oovertüüğt, dat Jii dat uutdóógen, wat disser näej stee büd't, wuesen bünt.
368241	Erst kümmerten sich unsere Eltern um uns, und nun sind wir an der Reihe, uns um sie zu kümmern.	Eerst kümmerdent sük us ollen um us, un nuu bünt wii an d' rîiğ, us um höör t' kümmern.
368334	Er drehte die Flasche auf den Kopf und schüttelte sie, aber der Honig wollte trotzdem nicht herauskommen.	Häi draajde däi fläes up d' kop un sküddelde höör, man däi hönniğ wul doch näit d'r uut koomen.
368661	Die Erde umkreist die Sonne einmal in ungefähr 365 Tagen.	Däi êer umkraist däi süen äin móól in ruuğweğ 365 dóóeğ.
368689	Der Vogel breitete seine Flügel aus.	Däi föögel dee siin flöögels uutspräiden.
368768	Ein solcher Wirtschaftsplan wird die Armen opfern und den Reichen helfen.	Soo 'n wirtskaftsplóón sal däi aarmen offern un däi riiken helpen.
369146	Ich nahm meine kleine Schwester an die Hand, als wir die Straße überquerten.	Ik nam miin lütje süster an d' hand, doo wii däi stróóet ooverkweerdent.
369185	Du bist überarbeitet.	Duu büst ooveraarbaid't.
369293	Ich habe es mir zur Gewohnheit gemacht, nach neun Uhr kein Fernsehen mehr zu sehen.	Ik heb mii dat tau d' wenst móókt, nóó neegen üer kiin feersäin meer t' säin.
369415	Nach meiner Ansicht wäre es besser, noch ein bisschen zu warten.	Nóó miin mäinen was 't beeter, noch 'n biitje t' wachten.
369819	Wenn es nicht Luft und Wasser gäbe, könnte kein Lebewesen existieren.	Doo 't näit lücht un wóóter gaf, kun kiin leevweesen eksistäären.
369822	Gerechterweise muss man sagen, dass er mit seinem begrenzten Personal und Material sein Bestes geleistet hat.	Eerelkgesäeğt maut man säegen, dat häi mit siin begrenst persoonóól un materióól siin bäest laist't het.
369838	Haben Sie schon einmal den Fuji gesehen? Seine Schönheit ist jenseits aller Beschreibung.	Hebbent Jii al móól däi Fuji säin? Siin moojiğkaid is buuten âal beskriiven.
369897	Sagen Sie diesen Leuten, sie sollen zurückgehen, damit der Hubschrauber landen kann.	Säegent Jii disser lüü, säi söölent t'rüeğgóón, dat däi helikopter lannen kan.
369906	Wir brauchen jemanden, der auf das Baby aufpasst, während wir fort sind.	Wii bruukent wel, däi up dat baby uppaast, wiilst wii weğ bünt.
369910	Die ersten Sätze seiner Rede konnte ich verstehen, aber der Rest war nur Bahnhof.	Däi êerst satsen fan siin räied kun ik ferstóón, man fan däi rest begreep ik niks.
369912	Wenn Sie keine Neigung für moderne Musik haben, wird Ihnen das Konzert nicht gefallen.	Doo Jii kiin sin föör modêern musik hebbent, sal Jau dat kunsert näit gefaalen.
369931	Dank der Hilfe meiner Mutter war ich in der Lage, mir ein Mountainbike zu kaufen.	Dank däi hüelp fan miin mauder was ik kumpóóbel, mii 'n mountainbike t' koopen.
369938	Er fragte den Polizisten, wie viele Menschen am Vortag bei Verkehrsunfällen ums Leben gekommen waren.	Häi frooğ däi skendaarms, woo fööl minsken up d' ferleeden dağ bii ferkeersunfallen um 't leevend koomen wassent.
369953	Es spielt für mich keine Rolle, ob du arm oder reich bist.	Dat spöölt föör mii kiin ruel, of duu aarm of riik büst.
370027	Vor langer, langer Zeit lebte ein alter König auf einer kleinen Insel.	Fööer lâang, lâang tiid leevde 'n oel köönenk up 'n lütjet ailand.
370435	Ich fürchte, der Verlust beläuft sich auf 100 Millionen Dollar.	Ik frees, däi ferlüüs bedrağt 100 miljoonen duller.
370523	Du kannst dich auf ihn verlassen.	Duu kaast dii up hum ferlóóten.
371842	Mit etwas mehr Geduld hättest du das Puzzle lösen können.	Mit wat meer gedür haarst duu dat pussel löesen kunt.
372267	Es gibt viele ethnische Gruppen, die traditionellerweise als Hochzeitsgeschenk Geld verschenken.	Dat gift fööl etnisk gruppen, däi tradisjoonel as hochtiidsgeskenk geld ferskenkent.
372311	Die Bevölkerung von Japan ist bei weitem größer als die von Australien.	Dat befolken fan Jóópóón is wiiduut grooter as dat fan Aaustróólien.
372575	Der Preis war lediglich 3000 Yen, also ungefähr 30 Dollar.	Däi priis was man 3000 jen, alsoo ruuğweğ 30 duller.
372887	Welche Stadt ist die Hauptstadt der USA, Washington oder New York?	Wekker stad is däi hoovdstad fan d' USA, Washington of New York?
374378	Nachdem er drei Wochen lang nach einem Job gesucht hatte, fand er eine gut bezahlte Stelle.	Nóódeem häi drei wêek lang nóó 'n bóóntje söcht haar, fun häi 'n gaud betóólt stee.
380249	Sie hat gegen ihn ausgesagt.	Säi het teegen hum uutsäeğt.
380701	Hallo!	Moin!
380702	Hab keine Angst, Fehler zu machen, wenn du Englisch sprichst.	Wees näit bâang, feelers t' móóken, doo duu Engelsk prootst.
383171	Danke für Ihren Rat.	Bedankt föör Jau róód.
383844	Wenn zwei Personen die gleiche Meinung haben, ist eine von ihnen überflüssig.	Doo twei lüü dat sülviğ mäinen hebbent, is äien fan höör ooverflaudiğ.
384179	Ein alter Mensch ist eine Brücke zwischen der Vergangenheit und der Gegenwart.	'N oel minsk is 'n brüeğ tüsken 't ferleeden un däi teegenwordiğkaid.
386232	Gestern Abend habe ich bei einer Freundin Spargel mit Schinken gegessen.	Güster óóvend heb ik bii 'n fründin speerzje mit skienk eeten.
